RepRapFirmware height map file v2 generated at 2020-03-24 14:43, min error -0.045, max error 0.056, mean 0.006, deviation 0.027
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,318.00,8.00,359.00,-1.00,63.60,70.20,6,6
 -0.003, -0.027, -0.044, -0.042, -0.009,  0.002
 -0.008, -0.031, -0.045, -0.033, -0.013, -0.004
  0.028,  0.020,  0.034,  0.053,  0.001,  0.007
  0.000,  0.018,  0.056,  0.039,  0.010,  0.000
 -0.007,  0.029,  0.043,  0.054,  0.033,  0.036
 -0.012,  0.002,  0.002,  0.023,  0.001,  0.023
